CommodityID,Month-year,Wholesale Price Index,Inflation (CPI) %
CD82,2016-04-01,127.8,0.05
CD125,2017-12-01,109.6,0.87
CD66,2019-04-01,137.0,1.51
CD104,2012-05-01,110.5,0.75
CD134,2018-09-01,102.5,1.26
CD113,2018-06-01,92.7,1.56
CD44,2017-01-01,125.4,0.87
CD24,2016-12-01,93.0,1.4
CD10,2012-05-01,142.9,0.29
CD12,2017-11-01,101.5,1.45
CD94,2014-01-01,105.5,1.77
CD112,2012-05-01,143.5,0.55
CD56,2015-13-01,123.3,0.78
CD23,2017-13-01,107.3,0.93
CD102,2020-02-01,120.1,1.93
CD110,2012-11-01,155.3,1.79
CD108,2014-07-01,106.9,1.8
CD38,2017-10-01,150.5,0.28
CD80,2020-09-01,147.1,1.02
CD124,2019-02-01,131.9,1.14
CD50,2020-12-01,145.4,0.06
CD120,2016-05-01,156.1,1.19
CD110,2015-01-01,106.8,0.96
CD2,2019-13-01,144.1,1.84
CD18,2014-01-01,157.6,1.82
CD110,2012-13-01,125.2,0.38
CD127,2020-07-01,133.6,1.56
CD119,2016-08-01,127.7,1.87
CD2,2020-02-01,160.5,1.59
CD78,2016-12-01,100.9,0.33
CD21,2020-04-01,118.4,0.99
CD131,2014-06-01,93.0,0.28
CD69,2012-09-01,143.4,0.07
CD102,2020-10-01,130.5,1.93
CD99,2016-08-01,117.1,1.44
CD35,2020-12-01,143.2,0.44
CD40,2019-08-01,123.0,1.48
CD74,2014-10-01,155.0,1.09
CD88,2020-08-01,125.0,0.13
CD114,2012-08-01,123.6,0.83
CD91,2012-05-01,121.4,1.17
CD10,2018-09-01,140.1,0.08
CD120,2017-10-01,108.8,0.45
CD142,2014-01-01,145.9,0.97
CD56,2012-11-01,133.0,1.75
CD63,2020-11-01,143.0,1.72
CD138,2018-11-01,96.9,0.9
CD95,2020-12-01,141.8,1.61
CD59,2018-07-01,122.3,1.82
CD34,2017-13-01,139.7,0.34
CD54,2019-13-01,126.9,1.13
CD19,2012-06-01,116.5,1.79
CD6,2018-04-01,90.6,1.37
CD111,2018-13-01,127.9,0.13
CD11,2012-05-01,136.8,0.13
CD13,2012-08-01,106.3,1.88
CD94,2020-08-01,155.4,1.11
CD59,2016-11-01,94.8,1.06
CD67,2014-02-01,128.9,1.82
CD21,2020-05-01,147.6,0.6
CD44,2015-12-01,147.0,1.87
CD6,2018-04-01,110.6,1.75
CD117,2019-07-01,101.7,1.82
CD121,2020-08-01,106.4,0.48
CD12,2017-06-01,90.5,1.45
CD26,2016-05-01,158.4,0.81
CD74,2020-09-01,137.5,1.77
CD3,2019-12-01,132.1,1.88
CD130,2016-10-01,118.1,0.54
CD83,2012-13-01,153.8,1.9
CD45,2012-08-01,97.3,1.78
CD38,2019-11-01,124.4,0.22
CD48,2016-08-01,94.9,0.16
CD35,2020-02-01,142.4,1.33
CD25,2015-06-01,136.1,1.25
CD124,2019-06-01,98.3,1.21
CD59,2017-04-01,117.8,1.05
CD97,2020-04-01,155.7,1.17
CD84,2018-05-01,135.1,1.72
CD84,2012-10-01,100.0,0.98
CD65,2019-08-01,118.5,0.08
CD66,2015-07-01,159.6,0.49
CD53,2016-05-01,107.8,0.55
CD120,2019-04-01,149.3,0.92
CD63,2018-10-01,157.8,0.59
CD52,2019-10-01,113.2,1.31
CD55,2018-07-01,146.2,0.49
CD54,2017-10-01,115.7,0.56
CD37,2014-11-01,142.3,1.25
CD26,2014-10-01,125.5,0.69
CD101,2017-06-01,139.0,1.92
CD7,2016-11-01,94.6,0.01
CD61,2015-08-01,93.3,1.46
CD68,2012-08-01,134.2,0.64
CD93,2014-13-01,97.6,1.53
CD7,2014-01-01,140.4,1.61
CD94,2012-13-01,115.7,0.49
CD102,2020-12-01,98.2,1.08
CD115,2017-05-01,123.2,0.31
CD110,2017-05-01,121.2,1.91
CD96,2018-13-01,112.8,0.08
CD141,2018-01-01,104.3,0.77
CD129,2019-10-01,147.8,1.77
CD105,2015-08-01,147.5,0.72
CD139,2014-06-01,128.0,0.83
CD73,2017-09-01,97.6,1.52
CD100,2018-05-01,161.7,1.16
CD58,2016-04-01,127.5,1.79
CD114,2016-01-01,116.8,1.92
CD57,2012-12-01,141.5,0.97
CD101,2016-10-01,115.8,0.57
CD19,2019-09-01,125.7,0.89
CD131,2018-08-01,151.5,1.06
CD116,2019-04-01,103.0,1.24
CD120,2019-05-01,121.3,1.5
CD79,2017-05-01,130.8,0.51
CD113,2017-13-01,132.3,0.8
CD41,2012-06-01,95.1,0.93
CD62,2017-02-01,107.0,1.24
CD24,2016-07-01,116.5,0.58
CD81,2018-11-01,113.0,1.81
CD44,2014-12-01,93.0,0.55
CD97,2012-10-01,152.3,0.81
CD51,2016-09-01,110.8,1.7
CD104,2017-05-01,119.6,1.11
CD46,2016-08-01,113.0,1.65
CD43,2014-09-01,147.3,1.12
CD71,2019-08-01,154.6,1.9
CD25,2014-09-01,123.0,1.2
CD29,2012-08-01,149.9,0.16
CD8,2017-11-01,145.0,0.99
CD14,2015-12-01,155.4,1.58
CD27,2018-12-01,115.1,0.67
CD106,2018-10-01,94.7,0.26
CD4,2020-12-01,134.8,0.98
CD126,2019-08-01,118.8,0.84
CD68,2020-08-01,145.9,1.58
CD40,2016-12-01,156.7,0.53
CD92,2020-02-01,147.2,0.1
CD14,2018-11-01,106.6,1.79
CD104,2012-12-01,122.7,0.05
CD60,2017-12-01,121.7,0.67
CD76,2017-09-01,155.9,1.21
CD60,2017-01-01,103.0,1.9
CD105,2012-08-01,99.0,0.65
CD8,2015-02-01,111.5,1.99
CD55,2017-10-01,143.9,0.36
CD11,2017-02-01,153.3,0.64
CD11,2015-04-01,94.2,1.99
CD78,2012-12-01,126.6,0.08
CD119,2018-09-01,124.3,0.42
CD51,2020-01-01,95.2,0.47
CD6,2018-02-01,97.4,1.91
CD42,2012-07-01,117.8,1.3
CD64,2018-12-01,144.2,0.27
CD135,2015-04-01,159.1,1.39
CD103,2019-10-01,96.8,0.26
CD18,2019-09-01,136.2,0.66
CD92,2019-02-01,107.1,1.22
CD42,2019-11-01,130.4,0.73
CD14,2019-05-01,99.3,1.57
CD102,2017-13-01,141.2,0.71
CD73,2013-02-01,124.0,1.86
CD33,2015-11-01,154.7,0.12
CD122,2018-06-01,138.5,0.81
CD88,2016-11-01,112.7,0.86
CD46,2016-08-01,147.4,0.67
CD78,2012-06-01,100.3,0.83
CD108,2016-13-01,145.1,0.29
CD78,2016-09-01,127.2,0.97
CD42,2020-11-01,124.6,0.72
CD2,2018-10-01,99.4,0.81
CD75,2014-05-01,91.5,0.4
CD22,2012-11-01,110.3,0.65
CD41,2020-06-01,158.2,1.36
CD21,2020-04-01,143.7,1.92
CD24,2012-08-01,103.9,0.91
CD63,2019-01-01,146.1,1.27
CD83,2015-07-01,157.9,1.6
CD61,2019-04-01,91.9,0.17
CD61,2015-10-01,106.2,1.15
CD68,2020-11-01,157.0,0.07
CD48,2017-09-01,106.7,0.96
CD92,2016-04-01,96.6,0.32
CD41,2020-01-01,115.2,1.2
CD65,2012-13-01,160.9,1.63
CD22,2015-06-01,147.9,1.25
CD16,2014-01-01,144.4,1.22
CD105,2019-08-01,117.3,1.37
CD108,2018-06-01,132.0,0.6
CD55,2020-12-01,131.2,1.62
CD18,2012-06-01,92.0,1.99
CD72,2019-13-01,150.1,1.31
CD119,2012-06-01,126.6,1.72
CD55,2018-10-01,100.5,0.14
CD51,2019-13-01,102.5,0.08
CD65,2016-07-01,91.5,1.45
CD36,2018-10-01,116.3,1.14
CD31,2015-12-01,136.6,0.89
CD44,2014-02-01,155.7,0.51
CD4,2018-01-01,156.0,1.93
CD19,2017-02-01,160.7,1.59
CD116,2016-13-01,119.0,1.44
CD101,2019-02-01,92.5,0.22
CD121,2015-02-01,101.6,0.31
CD4,2019-02-01,127.4,1.79
CD68,2012-08-01,93.0,1.8
CD94,2014-13-01,113.7,0.09
CD31,2013-02-01,135.9,0.75
CD43,2020-01-01,107.5,1.51
CD21,2019-02-01,101.0,0.93
CD129,2019-07-01,133.4,0.64
CD93,2016-01-01,107.7,0.97
CD30,2016-01-01,156.9,0.17
CD9,2016-12-01,115.6,0.73
CD10,2018-01-01,142.1,0.41
CD95,2012-13-01,108.0,1.68
CD110,2018-10-01,139.0,1.78
CD94,2017-06-01,123.2,1.27
CD123,2015-01-01,104.0,0.17
CD77,2020-06-01,138.4,0.89
CD1,2019-09-01,127.7,1.63
CD113,2017-08-01,146.3,0.47
CD92,2012-05-01,129.5,1.52
CD60,2019-10-01,111.0,0.48
CD80,2017-08-01,90.3,1.16
CD26,2020-12-01,121.6,1.77
CD71,2016-11-01,155.5,1.02
CD83,2014-13-01,142.3,0.16
CD30,2016-05-01,148.6,0.85
CD100,2015-08-01,99.5,0.76
CD136,2020-06-01,140.1,1.2
CD90,2020-01-01,117.2,1.96
CD102,2016-08-01,121.8,1.91
CD112,2019-10-01,160.2,0.76
CD48,2019-09-01,159.3,0.4
CD13,2017-02-01,118.5,0.88
CD76,2015-04-01,146.1,1.48
CD29,2018-10-01,123.6,1.36
CD100,2015-10-01,146.1,0.69
CD11,2014-13-01,90.5,1.52
CD45,2019-04-01,93.8,0.75
CD129,2012-11-01,125.1,1.57
CD70,2015-08-01,142.1,0.95
CD115,2018-13-01,143.0,1.29
CD6,2019-11-01,145.3,0.63
CD21,2013-01-01,110.2,1.38
CD54,2018-10-01,153.3,0.66
CD85,2014-04-01,124.9,0.64
CD57,2020-07-01,122.4,1.72
CD100,2016-04-01,121.0,1.45
CD134,2017-06-01,146.8,0.81
CD125,2016-06-01,113.0,1.71
CD106,2012-06-01,149.4,1.45
CD3,2014-02-01,119.4,0.7
CD22,2018-10-01,141.7,0.54
CD60,2020-02-01,129.6,1.56
CD101,2015-10-01,105.1,1.65
CD47,2012-08-01,119.5,1.49
CD43,2017-13-01,127.2,1.22
CD122,2012-11-01,141.3,1.82
CD85,2017-06-01,124.8,0.92
CD83,2012-04-01,151.3,0.76
CD3,2016-06-01,155.2,0.86
CD77,2015-06-01,159.6,0.25
CD97,2015-04-01,141.9,1.43
CD91,2015-07-01,95.3,1.25
CD115,2016-09-01,138.0,1.79
CD91,2017-07-01,161.8,0.3
CD96,2015-13-01,134.8,1.14
CD63,2012-05-01,101.1,0.26
CD109,2020-04-01,141.1,1.62
CD105,2018-05-01,118.5,0.83
CD85,2020-07-01,136.0,1.56
CD99,2020-12-01,159.8,1.19
CD96,2020-01-01,97.8,0.55
CD41,2020-12-01,161.6,1.17
CD10,2012-07-01,101.7,1.4
CD105,2019-08-01,100.0,0.58
CD130,2019-05-01,123.7,0.9
CD75,2014-10-01,112.8,1.41
CD18,2015-08-01,94.0,1.63
CD20,2014-11-01,141.8,0.18
CD13,2012-06-01,117.7,1.93
CD38,2012-13-01,122.1,1.69
CD49,2015-06-01,133.5,0.36
CD19,2014-08-01,160.5,1.15
CD62,2012-10-01,97.0,1.62
CD139,2016-04-01,118.3,0.73
CD68,2018-09-01,122.6,1.29
CD135,2017-12-01,146.1,1.07
CD71,2020-12-01,139.9,1.39
CD109,2018-02-01,114.3,1.01
CD97,2016-07-01,90.7,0.34
CD53,2015-12-01,99.4,1.5
CD56,2019-02-01,103.3,0.65
CD76,2019-01-01,115.4,1.75
CD23,2014-01-01,107.0,1.48
CD50,2014-06-01,117.0,1.69
CD65,2012-12-01,150.2,1.0
CD62,2015-02-01,136.0,0.37
CD39,2015-09-01,134.2,1.37
CD116,2016-06-01,145.4,1.27
CD87,2017-02-01,93.9,1.92
CD46,2017-05-01,102.5,0.66
CD82,2019-07-01,112.4,0.21
CD135,2015-07-01,102.3,0.85
CD75,2017-07-01,138.3,1.77
CD107,2012-13-01,161.3,0.79
CD101,2015-07-01,93.7,0.34
CD46,2019-02-01,97.5,1.48
CD130,2020-07-01,125.3,1.03
CD130,2016-10-01,131.7,0.18
CD27,2018-12-01,157.1,1.09
CD7,2016-01-01,135.6,1.44
CD55,2014-04-01,117.4,0.2
CD129,2018-02-01,159.4,2.0
CD91,2014-04-01,101.4,1.95
CD121,2020-02-01,114.6,0.44
CD30,2018-11-01,110.6,1.05
CD40,2012-06-01,157.4,0.35
CD139,2014-09-01,135.2,0.41
CD141,2018-12-01,108.9,0.03
CD5,2012-07-01,132.7,0.41
CD8,2018-04-01,139.5,0.5
CD40,2020-09-01,135.3,0.43
CD26,2020-12-01,104.0,0.28
CD140,2018-13-01,109.1,0.29
CD35,2016-13-01,120.2,1.48
CD39,2014-02-01,151.1,1.83
CD91,2016-06-01,141.6,0.11
CD118,2017-08-01,137.3,0.45
CD62,2012-10-01,113.3,0.51
CD52,2017-10-01,137.9,1.23
CD43,2015-01-01,152.6,0.42
CD3,2016-09-01,123.4,1.42
CD16,2018-11-01,149.6,1.85
CD49,2016-09-01,161.2,0.97
CD104,2014-06-01,154.6,1.03
CD84,2012-10-01,129.3,1.76
CD64,2014-12-01,93.4,0.99
CD65,2014-01-01,130.4,0.65
CD140,2018-11-01,155.9,1.27
CD40,2020-02-01,137.1,1.3
CD86,2015-07-01,125.0,0.63
CD96,2016-02-01,96.1,1.73
CD6,2016-07-01,108.4,1.53
CD86,2020-09-01,126.8,1.04
CD1,2016-13-01,135.4,0.18
CD28,2015-07-01,94.6,0.42
CD92,2019-11-01,145.1,0.37
CD49,2017-06-01,101.5,0.79
CD54,2017-10-01,156.2,0.02
CD124,2020-09-01,101.7,1.62
CD44,2018-04-01,120.9,0.29
CD130,2014-08-01,161.0,1.5
CD11,2014-02-01,130.4,0.59
CD109,2020-09-01,107.0,0.29
CD16,2019-04-01,130.4,1.88
CD28,2016-04-01,130.6,0.48
CD44,2019-04-01,128.4,0.18
CD126,2020-01-01,90.5,1.92
CD33,2015-08-01,120.0,0.6
CD104,2017-07-01,121.8,1.29
CD34,2020-04-01,159.3,0.96
CD81,2019-09-01,107.1,1.64
CD30,2018-04-01,122.0,1.31
CD67,2012-06-01,132.1,1.78
CD96,2018-06-01,136.8,0.27
CD135,2015-08-01,152.4,1.64
CD111,2012-13-01,135.5,0.29
CD57,2020-09-01,125.2,1.52
CD58,2020-01-01,161.6,0.47
CD82,2015-02-01,111.8,1.83
CD100,2017-12-01,142.0,0.1
CD77,2020-06-01,129.0,0.72
CD78,2019-10-01,98.2,0.36
CD89,2018-06-01,139.2,1.76
CD41,2015-07-01,142.0,1.77
CD129,2019-07-01,104.9,1.86
CD104,2014-11-01,99.8,1.05
CD32,2015-05-01,127.5,0.62
CD45,2019-07-01,97.8,1.31
CD31,2018-04-01,91.1,0.21
CD130,2018-08-01,99.6,1.99
CD116,2016-10-01,160.7,1.02
CD2,2014-04-01,147.8,1.67
CD67,2019-01-01,154.1,0.02
CD75,2012-07-01,131.7,0.24
CD48,2012-06-01,138.2,0.5
CD86,2014-01-01,104.1,1.0
CD80,2018-04-01,129.3,1.32
CD114,2017-04-01,112.9,0.98
CD100,2020-05-01,106.2,0.85
CD61,2016-04-01,111.3,1.11
CD32,2017-01-01,100.0,1.14
CD42,2019-02-01,139.3,0.7
CD38,2020-10-01,92.0,0.43
CD51,2013-01-01,133.9,1.56
CD85,2019-13-01,107.6,0.22
CD94,2018-06-01,136.1,0.01
CD142,2019-07-01,130.1,0.2
CD91,2017-11-01,152.8,1.49
CD78,2017-05-01,93.7,0.96
CD46,2015-11-01,154.0,1.67
CD116,2014-11-01,120.7,1.7
CD50,2014-09-01,110.7,0.75
CD25,2012-07-01,132.8,1.37
CD72,2014-01-01,93.1,0.26
CD1,2014-06-01,125.2,1.1
CD73,2019-05-01,155.4,1.2
CD70,2018-11-01,127.5,0.18
CD83,2012-04-01,105.6,1.32
CD76,2016-12-01,138.6,0.39
CD114,2014-11-01,161.5,0.29
CD22,2015-12-01,104.0,1.31
CD123,2019-10-01,143.8,1.31
CD86,2015-08-01,121.4,0.6
CD138,2014-05-01,111.5,0.41
CD40,2019-12-01,120.6,0.89
CD6,2020-04-01,134.3,0.2
CD75,2017-12-01,117.9,1.34
CD3,2016-01-01,112.7,0.99
CD44,2020-06-01,124.1,0.55
CD21,2020-05-01,110.3,1.03
CD6,2014-07-01,94.4,1.35
CD119,2014-06-01,123.1,1.7
CD119,2015-02-01,104.7,1.43
CD56,2020-06-01,135.3,1.57
CD55,2019-13-01,115.0,1.88
CD131,2017-01-01,119.2,1.05
CD124,2018-12-01,135.4,1.07
CD13,2014-05-01,156.0,1.63
CD49,2016-05-01,122.1,0.97
CD139,2014-12-01,149.3,1.18
CD112,2015-05-01,113.9,1.16
CD126,2014-08-01,134.6,1.54
CD119,2016-05-01,121.5,0.33
CD48,2012-08-01,101.1,0.62
CD26,2017-10-01,150.9,0.97
CD99,2014-05-01,149.4,1.02
CD51,2014-09-01,107.9,0.36
CD23,2020-07-01,146.2,0.05
CD39,2015-05-01,108.5,1.25
CD12,2014-13-01,139.9,0.74
CD127,2020-10-01,153.5,0.42
CD47,2017-13-01,123.7,2.0
CD40,2020-05-01,116.1,1.03
CD101,2019-04-01,135.9,1.29
CD119,2020-08-01,128.8,0.69
CD75,2017-01-01,104.5,0.25
CD84,2014-11-01,95.0,0.54
CD88,2016-02-01,150.4,1.33
CD111,2019-06-01,97.2,0.49
CD66,2018-05-01,96.1,1.71
CD43,2016-06-01,139.9,1.5
CD33,2012-09-01,97.5,1.62
CD132,2018-10-01,112.2,0.48
CD105,2016-09-01,103.4,1.1
CD62,2015-08-01,136.1,1.99
CD49,2016-12-01,117.9,1.41
CD70,2016-01-01,120.4,1.96
CD55,2016-08-01,150.0,0.64
CD105,2018-12-01,153.6,1.68
CD50,2012-11-01,145.2,1.99
CD16,2018-09-01,116.4,0.91
CD80,2014-11-01,137.4,1.12
CD114,2018-10-01,98.2,1.58
CD116,2016-10-01,155.9,0.12
CD96,2017-02-01,120.1,1.79
CD135,2018-04-01,161.8,1.8
CD111,2012-09-01,147.9,0.55
CD43,2014-09-01,100.4,0.83
CD73,2016-10-01,114.2,1.4
CD102,2014-02-01,142.2,0.74
CD90,2012-07-01,133.7,1.29
CD27,2016-02-01,151.7,0.13
CD40,2017-07-01,145.9,1.61
CD104,2012-04-01,98.0,1.47
CD64,2016-01-01,138.2,1.66
CD102,2020-11-01,128.8,1.4
CD135,2020-05-01,155.9,0.53
CD24,2020-12-01,108.0,0.67
CD55,2018-07-01,90.7,0.3
CD128,2020-04-01,154.5,1.32
CD123,2014-11-01,160.3,0.57
CD120,2018-10-01,98.0,0.47
CD40,2019-05-01,97.2,0.99
CD72,2015-12-01,159.4,1.39
CD140,2012-12-01,153.7,0.47
CD141,2012-07-01,145.0,1.9
CD136,2016-02-01,132.4,0.9
CD112,2012-07-01,120.6,0.85
CD2,2012-07-01,129.9,0.63
CD122,2012-04-01,151.9,1.91
CD96,2019-10-01,121.6,0.17
CD22,2016-09-01,90.1,1.68
CD14,2014-06-01,146.1,0.07
CD136,2017-07-01,146.6,1.34
CD74,2014-10-01,129.0,0.02
CD61,2020-11-01,98.8,0.14
CD26,2015-07-01,131.3,0.25
CD106,2015-07-01,129.1,0.49
CD72,2020-07-01,142.1,0.22
CD101,2019-06-01,161.3,2.0
CD124,2016-10-01,128.0,1.21
CD5,2020-06-01,133.4,1.31
CD139,2017-05-01,147.7,1.89
CD91,2020-11-01,114.3,1.6
CD11,2014-06-01,134.9,1.27
CD20,2020-10-01,108.6,0.94
CD114,2018-05-01,155.8,1.8
CD68,2012-12-01,145.0,1.83
CD99,2012-06-01,131.6,1.93
CD30,2012-13-01,150.5,0.34
CD12,2018-01-01,140.7,1.12
CD4,2017-12-01,148.1,0.26
CD19,2012-04-01,95.6,0.08
CD129,2019-11-01,152.9,1.03
CD64,2015-12-01,92.3,0.89
CD117,2018-09-01,105.2,1.46
CD76,2020-12-01,122.4,0.28
CD138,2020-07-01,125.4,0.55
CD56,2017-07-01,111.3,0.55
CD141,2017-07-01,152.8,1.97
CD96,2019-10-01,132.9,0.1
CD39,2014-13-01,91.8,1.5
CD23,2014-12-01,132.8,1.61
CD70,2020-08-01,115.8,0.72
CD64,2012-07-01,157.2,0.4
CD139,2017-13-01,120.9,1.61
CD34,2017-09-01,120.2,1.69
CD23,2018-08-01,160.5,1.42
CD51,2017-04-01,112.0,1.62
CD57,2019-08-01,159.7,0.5
CD13,2015-05-01,90.8,1.65
CD57,2017-04-01,156.0,1.54
CD48,2017-02-01,139.4,1.2
CD35,2018-12-01,154.6,0.16
CD19,2017-06-01,97.4,0.3
CD31,2019-08-01,132.7,1.34
CD113,2017-12-01,154.3,1.57
CD9,2018-06-01,130.9,0.04
CD18,2015-04-01,139.7,0.55
CD124,2012-07-01,104.5,0.2
CD116,2013-02-01,90.6,0.5
CD142,2019-06-01,116.8,1.09
CD46,2020-06-01,131.0,0.09
CD16,2019-07-01,94.1,0.29
CD133,2017-05-01,154.0,0.66
CD101,2020-06-01,149.5,1.54
CD97,2012-13-01,137.9,0.62
CD31,2017-13-01,156.5,1.4
CD69,2012-10-01,113.5,0.83
CD129,2015-02-01,146.6,1.84
CD21,2017-11-01,120.1,1.56
CD105,2015-01-01,143.8,1.06
CD72,2017-08-01,118.7,1.62
CD44,2019-09-01,157.8,1.7
CD2,2018-11-01,108.4,0.38
CD100,2012-08-01,140.0,1.18
CD72,2014-08-01,117.5,0.19
CD117,2016-02-01,137.2,1.24
CD93,2017-11-01,93.5,1.64
CD4,2018-01-01,161.2,1.65
CD50,2016-12-01,136.1,1.05
CD100,2018-09-01,153.0,0.35
CD63,2015-13-01,138.2,0.03
CD76,2020-09-01,107.0,1.72
CD74,2020-06-01,106.6,1.43
CD93,2015-11-01,137.4,0.74
CD67,2019-13-01,117.8,0.81
CD122,2012-13-01,90.3,0.76
CD87,2020-04-01,112.9,0.02
CD57,2020-06-01,140.2,1.83
CD91,2015-02-01,138.8,1.04
CD116,2012-12-01,151.9,0.36
CD81,2019-13-01,91.4,1.05
CD132,2018-09-01,103.1,1.78
CD45,2016-11-01,99.4,0.05
CD120,2020-09-01,136.0,1.64
CD19,2012-08-01,127.2,0.6
CD61,2020-09-01,148.5,0.18
CD68,2016-08-01,103.1,1.45
CD125,2018-13-01,146.7,1.08
CD68,2012-05-01,131.0,0.48
CD118,2020-09-01,92.4,0.37
CD87,2014-04-01,144.9,1.38
CD85,2012-05-01,98.6,1.17
CD89,2019-09-01,159.2,1.65
CD18,2017-08-01,117.7,1.34
CD89,2017-02-01,159.7,1.74
CD42,2020-12-01,128.7,0.16
CD102,2017-10-01,156.0,1.54
CD93,2019-05-01,109.3,1.49
CD130,2020-06-01,128.9,0.19
CD67,2019-06-01,105.3,0.33
CD8,2014-10-01,118.0,0.94
CD133,2019-04-01,113.1,1.42
CD44,2020-04-01,156.1,0.42
CD3,2014-01-01,105.3,1.51
CD58,2020-12-01,128.7,0.13
CD82,2015-12-01,130.2,1.66
CD96,2015-06-01,151.0,0.89
CD65,2012-05-01,97.8,0.73
CD105,2012-05-01,106.7,1.82
CD137,2014-10-01,96.9,1.05
CD38,2017-04-01,141.8,1.46
CD21,2016-06-01,157.1,0.35
CD12,2015-13-01,142.9,0.53
CD82,2016-05-01,153.6,0.51
CD25,2020-08-01,123.6,0.75
CD114,2015-12-01,139.2,0.08
CD50,2018-11-01,97.0,0.37
CD7,2018-01-01,114.0,0.08
CD26,2019-05-01,117.0,0.83
CD105,2014-06-01,91.6,1.26
CD46,2016-05-01,117.3,0.78
CD90,2014-12-01,119.1,1.49
CD41,2014-11-01,138.0,1.26
CD16,2018-01-01,121.0,1.9
CD12,2018-05-01,127.6,0.03
CD104,2016-04-01,130.5,1.11
CD1,2014-06-01,97.5,0.77
CD86,2014-13-01,131.9,0.18
CD13,2014-10-01,123.0,1.82
CD22,2017-01-01,97.6,1.29
CD76,2015-10-01,131.0,0.44
CD115,2012-04-01,108.4,0.37
CD24,2018-09-01,93.7,1.71
CD123,2016-11-01,117.5,1.19
CD74,2012-13-01,101.5,1.23
CD5,2018-12-01,102.1,0.19
CD40,2015-12-01,148.1,0.68
CD133,2014-12-01,121.0,1.5
CD52,2017-04-01,128.0,0.07
CD24,2014-12-01,97.1,0.6
CD47,2019-12-01,113.1,0.24
CD66,2013-02-01,145.7,1.15
CD46,2017-09-01,151.8,1.5
CD132,2019-09-01,128.1,1.89
CD119,2019-06-01,103.4,2.0
CD32,2012-09-01,153.8,0.65
CD91,2014-08-01,146.9,1.3
CD51,2017-10-01,96.3,1.84
CD142,2013-02-01,103.1,0.59
CD141,2012-11-01,138.3,1.67
CD129,2018-05-01,107.0,1.58
CD138,2014-05-01,141.2,1.72
CD86,2018-01-01,115.5,0.81
CD88,2017-07-01,109.6,1.08
CD106,2018-07-01,93.1,1.02
CD140,2019-06-01,113.9,1.87
CD9,2014-07-01,159.1,1.4
CD74,2016-13-01,90.9,0.61
CD10,2012-04-01,93.5,1.36
CD62,2020-04-01,94.2,0.26
CD99,2017-07-01,160.9,1.13
CD36,2019-05-01,145.0,0.82
CD77,2016-04-01,142.0,0.57
CD136,2014-01-01,156.4,1.2
CD97,2018-04-01,114.9,1.5
CD125,2020-02-01,140.3,0.13
CD138,2014-12-01,109.6,0.7
CD51,2013-02-01,152.6,0.36
CD19,2013-02-01,156.9,0.63
CD120,2015-13-01,158.0,0.35
CD101,2019-05-01,146.4,0.13
CD142,2017-12-01,128.2,0.3
CD122,2015-08-01,127.2,1.08
CD76,2019-08-01,108.3,1.7
CD134,2016-04-01,97.9,0.05
CD28,2014-04-01,148.2,0.24
CD139,2018-05-01,128.4,0.13
CD71,2019-01-01,100.8,1.49
CD104,2013-01-01,94.2,0.52
CD45,2015-11-01,153.7,1.6
CD1,2016-09-01,125.4,1.61
CD61,2020-01-01,91.3,1.7
CD25,2019-07-01,157.0,0.71
CD83,2015-07-01,141.8,1.69
CD13,2014-05-01,90.8,1.65
CD126,2018-04-01,91.9,0.81
CD18,2020-10-01,151.4,0.79
CD142,2015-09-01,124.1,1.81
CD75,2014-06-01,156.1,0.74
CD119,2014-12-01,138.9,0.89
CD97,2015-05-01,108.9,0.05
CD140,2014-01-01,94.1,0.7
CD88,2014-13-01,93.5,0.42
CD86,2020-02-01,130.3,1.34
CD62,2017-11-01,124.5,1.82
CD71,2016-08-01,98.8,0.34
CD119,2018-07-01,133.9,1.18
CD39,2012-11-01,144.4,1.09
CD106,2014-13-01,157.3,1.11
CD115,2015-01-01,109.0,1.09
CD114,2016-13-01,98.7,0.64
CD37,2013-02-01,115.0,1.44
CD99,2018-08-01,95.6,0.48
CD141,2015-01-01,152.6,1.07
CD64,2017-12-01,160.7,0.51
CD36,2019-07-01,156.4,0.78
CD114,2020-11-01,122.6,0.88
CD94,2018-09-01,132.2,1.47
CD21,2016-08-01,153.1,1.5
CD62,2015-13-01,99.0,1.2
CD60,2018-11-01,90.1,0.58
CD70,2014-08-01,114.4,0.72
CD109,2015-05-01,146.5,0.74
CD42,2012-08-01,90.9,1.68
CD46,2017-05-01,116.8,1.9
CD8,2019-09-01,138.4,0.03
CD52,2018-02-01,117.9,1.94
CD91,2012-12-01,158.4,1.39
CD37,2014-11-01,133.4,1.21
CD51,2020-06-01,160.3,1.19
CD78,2012-07-01,97.9,1.07
CD82,2014-05-01,90.3,1.05
CD125,2018-10-01,161.5,1.67
CD133,2016-10-01,119.4,1.24
CD30,2015-09-01,90.4,0.4
CD50,2016-13-01,118.9,0.46
CD109,2015-06-01,134.5,1.22
CD21,2014-08-01,134.1,1.64
CD108,2018-07-01,92.9,1.71
CD69,2019-12-01,110.4,0.15
CD112,2015-11-01,154.3,0.6
CD121,2015-10-01,146.4,1.75
CD58,2018-11-01,118.4,1.92
CD6,2014-02-01,108.3,1.58
CD80,2019-01-01,103.7,0.14
CD43,2017-13-01,118.8,0.2
CD54,2017-10-01,156.6,1.21
CD72,2012-07-01,143.3,1.72
