Month-year,CommodityID,Production weight (in million tonnes),Labour_availability,Govt_policy_change,Demand,Cost of production,Climatic factor 1,Climatic factor 2,Maximum price per kg,Minimum support price (in Rs./Quintal)
2014-07-01,CD13,27.37,Moderate,Yes,Short-run,14089.0,1,1,3879.0,2754
2016-06-01,CD136,1.68,Moderate,No,Short-run,27594.0,1,0,669.0,7323
2019-02-01,CD93,3.87,Abundant,Yes,Short-run,60304.0,0,1,2651.0,6563
2015-12-01,CD97,74.78,Moderate,No,Short-run,54311.0,1,0,4215.0,1561
2019-08-01,CD33,95.0,Abundant,No,Low,9168.0,0,1,4191.0,3318
2014-09-01,CD98,60.93,Moderate,No,High,91108.0,1,1,1771.0,6540
2014-04-01,CD137,33.12,Low,Yes,Short-run,18682.0,1,1,3506.0,8538
2018-10-01,CD59,39.86,Abundant,No,Low,51136.0,0,0,3831.0,3556
2019-10-01,CD120,63.48,Moderate,No,Low,51194.0,1,0,4755.0,6285
2012-02-01,CD24,21.05,Low,No,High,12617.0,0,0,3321.0,2979
2013-09-01,CD111,36.73,Low,Yes,Short-run,92990.0,0,1,1970.0,7407
2013-08-01,CD119,43.15,Moderate,No,Long-run,70450.0,0,0,4065.0,2607
2017-03-01,CD22,23.86,Moderate,Yes,Long-run,7653.0,0,1,1726.0,3024
2013-12-01,CD138,0.99,Low,Yes,High,4930.0,1,0,5337.0,6030
2013-01-01,CD59,66.4,Moderate,Yes,Low,4522.0,1,1,2915.0,5648
2012-12-01,CD51,20.56,Abundant,No,Very-low,44557.0,1,1,4794.0,3678
2013-08-01,CD101,39.72,Abundant,Yes,Very-low,11254.0,0,0,5505.0,8491
2013-10-01,CD80,98.22,Low,Yes,Short-run,37484.0,0,1,4668.0,3983
2017-08-01,CD27,6.67,Low,Yes,High,66531.0,0,0,2430.0,1895
2015-02-01,CD53,10.05,Low,Yes,Low,45673.0,0,0,4331.0,1439
2015-11-01,CD89,1.28,Moderate,Yes,High,8067.0,0,1,4965.0,3021
2020-04-01,CD43,43.58,Low,No,Long-run,54892.0,0,1,3943.0,6538
2020-07-01,CD32,93.35,Low,No,Low,55730.0,1,0,2818.0,4254
2013-06-01,CD140,58.53,Low,No,Short-run,71318.0,1,0,334.0,3223
2015-01-01,CD44,49.17,Abundant,Yes,Very-low,77155.0,1,1,3183.0,3244
2018-10-01,CD2,54.69,Low,No,High,58253.0,0,1,1267.0,1415
2018-10-01,CD88,45.25,Abundant,No,Long-run,47290.0,0,0,1782.0,4460
2017-06-01,CD54,59.03,Abundant,Yes,High,32416.0,1,0,5205.0,3504
2018-11-01,CD120,70.62,Moderate,Yes,Short-run,91302.0,0,0,4915.0,4778
2014-09-01,CD117,92.72,Moderate,No,Short-run,72038.0,0,1,4105.0,7464
2015-10-01,CD101,19.1,Moderate,Yes,Low,90372.0,1,1,80.0,3229
2020-06-01,CD108,13.08,Moderate,Yes,Low,4070.0,1,1,4695.0,5865
2013-12-01,CD132,93.79,Abundant,Yes,Short-run,79226.0,0,0,887.0,5479
2014-03-01,CD122,57.46,Low,Yes,Low,71012.0,0,0,2764.0,3730
2020-09-01,CD141,66.71,Moderate,No,Long-run,36247.0,0,0,4820.0,7056
2017-03-01,CD122,14.07,Abundant,Yes,High,48456.0,0,1,4157.0,4657
2017-08-01,CD65,6.88,Low,Yes,Low,4106.0,1,1,2323.0,3008
2014-06-01,CD132,92.76,Abundant,Yes,Long-run,66493.0,1,1,1337.0,8567
2018-09-01,CD87,66.92,Moderate,Yes,High,37143.0,0,1,4920.0,4891
2018-04-01,CD140,45.99,Abundant,No,Very-low,52876.0,0,0,1013.0,6691
2016-07-01,CD2,20.35,Low,No,Low,5063.0,0,0,4170.0,6886
2012-01-01,CD125,35.71,Moderate,No,High,54494.0,1,0,1663.0,3804
2016-05-01,CD55,15.7,Abundant,No,Short-run,18607.0,0,1,187.0,4174
2014-01-01,CD35,2.75,Low,No,High,58198.0,0,1,4234.0,4631
2013-11-01,CD16,81.33,Low,No,Long-run,56416.0,1,1,2642.0,8714
2015-12-01,CD132,63.18,Abundant,No,Very-low,78273.0,0,0,4727.0,2651
2016-08-01,CD127,73.56,Low,No,Very-low,7079.0,1,1,4840.0,4901
2012-07-01,CD78,27.1,Moderate,No,Very-low,90046.0,0,0,3694.0,8114
2020-09-01,CD18,28.84,Low,Yes,High,29286.0,0,1,901.0,2156
2020-09-01,CD13,40.56,Abundant,Yes,Short-run,19128.0,0,1,3643.0,1659
2014-07-01,CD106,14.32,Moderate,No,Long-run,75967.0,0,1,1880.0,7353
2015-06-01,CD23,10.16,Abundant,Yes,Long-run,68023.0,1,0,4834.0,2429
2019-07-01,CD114,93.83,Abundant,Yes,Low,8990.0,0,0,1604.0,1897
2014-05-01,CD90,65.93,Abundant,No,Long-run,17279.0,1,0,417.0,8675
2017-11-01,CD66,58.56,Abundant,No,Very-low,92344.0,0,1,2887.0,2502
2020-10-01,CD122,67.52,Low,No,Very-low,44753.0,1,0,855.0,6698
2012-09-01,CD24,34.64,Moderate,No,Low,2810.0,0,1,4081.0,5089
2016-02-01,CD121,15.1,Abundant,No,Low,54165.0,1,1,461.0,1544
2014-12-01,CD52,19.81,Low,No,Long-run,40169.0,0,0,3082.0,2451
2014-11-01,CD94,94.61,Low,Yes,Short-run,9819.0,1,1,3992.0,7494
2013-06-01,CD38,81.8,Moderate,No,Short-run,6409.0,0,0,2693.0,3685
2013-02-01,CD45,81.79,Moderate,No,Low,15931.0,1,1,3020.0,7174
2018-12-01,CD56,14.02,Abundant,No,Short-run,72933.0,1,0,762.0,5393
2014-08-01,CD100,33.51,Abundant,No,Short-run,5681.0,1,0,1026.0,5306
2020-02-01,CD122,59.64,Low,No,Low,62786.0,1,0,680.0,2798
2016-12-01,CD23,77.45,Moderate,Yes,Low,72993.0,1,0,4540.0,6588
2018-06-01,CD5,25.72,Moderate,No,Low,83015.0,0,1,5131.0,7499
2015-04-01,CD26,38.6,Abundant,Yes,Short-run,4147.0,0,1,5340.0,8793
2014-06-01,CD108,49.67,Low,Yes,Short-run,56289.0,0,0,2469.0,6718
2016-04-01,CD134,36.56,Abundant,No,Low,73707.0,0,0,3068.0,7859
2014-09-01,CD112,97.38,Low,Yes,High,22358.0,0,0,4014.0,3426
2013-06-01,CD36,20.7,Moderate,No,Short-run,86114.0,1,0,2348.0,2706
2014-09-01,CD121,94.68,Moderate,Yes,Long-run,81726.0,0,0,4108.0,4106
2018-10-01,CD107,68.58,Moderate,No,Long-run,78071.0,0,1,5012.0,8942
2019-06-01,CD70,16.75,Abundant,Yes,Very-low,59915.0,0,0,1161.0,8838
2019-10-01,CD51,2.6,Abundant,No,Very-low,81901.0,1,1,1896.0,5873
2013-12-01,CD46,38.9,Low,No,Low,19159.0,0,0,5390.0,3019
2020-09-01,CD73,30.67,Abundant,Yes,Low,62944.0,1,1,5099.0,1692
2017-12-01,CD100,81.39,Abundant,Yes,Long-run,80811.0,1,0,575.0,1536
2012-02-01,CD1,40.76,Abundant,Yes,Very-low,21007.0,0,0,4679.0,8292
2019-02-01,CD82,62.62,Abundant,No,Short-run,7193.0,0,1,1541.0,4393
2016-09-01,CD85,32.08,Low,No,Short-run,82183.0,0,1,5236.0,2831
2013-10-01,CD76,98.01,Moderate,No,Short-run,17959.0,0,1,3910.0,6142
2014-05-01,CD116,75.65,Low,Yes,Low,47496.0,1,0,2384.0,2585
2016-01-01,CD117,44.26,Moderate,No,Very-low,34899.0,0,1,2807.0,1766
2019-09-01,CD119,0.41,Abundant,No,High,50266.0,0,1,1264.0,1757
2012-08-01,CD81,42.93,Low,No,Long-run,23149.0,0,1,2155.0,3670
2016-02-01,CD84,84.39,Moderate,No,High,33690.0,0,1,1219.0,7846
2020-05-01,CD35,21.53,Moderate,No,Low,38669.0,0,1,1581.0,8080
2012-03-01,CD46,89.34,Abundant,No,Low,72160.0,0,1,2984.0,1903
2012-01-01,CD117,88.87,Moderate,Yes,Very-low,47445.0,0,1,4784.0,3655
2013-08-01,CD117,8.83,Moderate,Yes,Very-low,51923.0,1,0,2880.0,7565
2019-01-01,CD37,68.71,Moderate,No,Low,48139.0,1,1,4512.0,8829
2019-10-01,CD17,5.77,Low,No,Long-run,28749.0,0,0,2818.0,6202
2018-12-01,CD7,3.64,Low,No,Low,31127.0,0,0,3238.0,6259
2019-06-01,CD50,35.28,Moderate,Yes,Short-run,12757.0,1,0,2876.0,8259
2014-06-01,CD90,8.43,Abundant,No,High,16517.0,1,0,311.0,7958
2019-11-01,CD80,67.22,Low,Yes,Short-run,30069.0,0,1,613.0,7059
2019-10-01,CD81,78.02,Low,Yes,High,92887.0,0,1,3214.0,5094
2018-12-01,CD77,39.65,Low,Yes,Long-run,79029.0,0,1,2039.0,3427
2015-02-01,CD23,87.81,Moderate,Yes,High,18718.0,0,0,5313.0,3303
2016-03-01,CD105,87.27,Moderate,Yes,Long-run,48498.0,0,1,3343.0,7313
2015-03-01,CD136,73.27,Low,Yes,High,2714.0,0,1,1222.0,2084
2014-09-01,CD10,91.23,Low,No,Very-low,19918.0,1,1,5529.0,8618
2018-04-01,CD65,54.13,Low,Yes,High,4412.0,0,0,4317.0,6889
2012-08-01,CD101,90.79,Low,Yes,Long-run,43095.0,0,1,2171.0,2843
2015-06-01,CD133,43.47,Moderate,No,Short-run,37837.0,0,1,783.0,2631
2017-04-01,CD131,37.09,Low,No,Low,79141.0,1,1,1710.0,4965
2019-07-01,CD39,13.7,Moderate,Yes,High,48858.0,0,1,755.0,4813
2018-02-01,CD61,8.57,Low,No,Low,13017.0,0,1,3848.0,3312
2018-04-01,CD129,37.89,Low,No,Long-run,20071.0,0,1,3142.0,5698
2015-07-01,CD112,31.98,Low,No,Short-run,43713.0,0,1,4641.0,7583
2016-12-01,CD110,35.82,Low,No,Low,9818.0,0,0,4250.0,7289
2014-01-01,CD65,57.03,Low,No,Low,40827.0,1,0,188.0,3509
2013-06-01,CD67,26.83,Abundant,No,High,46496.0,0,0,2972.0,6967
2015-10-01,CD32,13.53,Moderate,No,Very-low,56310.0,0,0,3382.0,1945
2017-04-01,CD120,88.61,Abundant,Yes,Long-run,82347.0,1,0,473.0,2011
2016-12-01,CD45,40.85,Low,Yes,Low,59376.0,0,0,918.0,7598
2016-04-01,CD41,87.52,Low,No,High,24427.0,1,1,506.0,1707
2018-12-01,CD94,40.19,Moderate,No,Long-run,57923.0,1,1,5126.0,5115
2020-08-01,CD28,91.88,Low,No,Very-low,87455.0,1,1,4149.0,2152
2018-05-01,CD81,68.54,Abundant,Yes,Short-run,73400.0,0,0,2556.0,7878
2016-07-01,CD45,40.75,Low,No,Low,23977.0,1,0,3130.0,3604
2019-08-01,CD139,70.16,Abundant,No,Very-low,32940.0,1,0,4971.0,2819
2013-07-01,CD140,21.65,Low,Yes,Very-low,74481.0,0,1,4453.0,7185
2016-06-01,CD138,41.6,Moderate,Yes,Low,40899.0,1,1,3305.0,4771
2018-01-01,CD50,28.69,Low,No,Short-run,61616.0,0,1,5377.0,5027
2015-08-01,CD120,89.67,Moderate,Yes,Low,62718.0,1,0,3797.0,5630
2020-05-01,CD70,73.03,Abundant,Yes,Short-run,51428.0,1,1,4277.0,3678
2017-05-01,CD59,18.47,Low,No,Very-low,18871.0,1,0,2387.0,3796
2018-12-01,CD130,95.24,Low,Yes,Very-low,26346.0,1,1,3459.0,5713
2019-07-01,CD32,46.58,Moderate,Yes,Short-run,68356.0,0,1,513.0,6563
2016-08-01,CD25,14.28,Low,No,High,55020.0,1,1,2863.0,2354
2017-10-01,CD42,16.31,Abundant,No,Long-run,89935.0,0,1,1226.0,1810
2013-09-01,CD142,21.86,Moderate,No,Low,33072.0,1,1,3004.0,4733
2018-12-01,CD99,39.56,Low,No,Very-low,68796.0,0,0,2479.0,7873
2018-07-01,CD86,69.25,Moderate,No,Very-low,50629.0,1,0,2780.0,8520
2014-11-01,CD31,94.76,Low,Yes,High,35177.0,1,0,3017.0,4807
2017-04-01,CD6,96.41,Moderate,No,Long-run,39723.0,0,0,2344.0,5141
2018-03-01,CD16,48.66,Abundant,Yes,High,32033.0,0,1,3812.0,7253
2014-03-01,CD142,60.84,Moderate,No,Very-low,79896.0,1,0,2711.0,6876
2019-08-01,CD98,61.87,Low,Yes,Low,28851.0,1,1,4376.0,7175
2016-06-01,CD80,50.27,Low,No,Low,13778.0,1,1,3622.0,6486
2017-04-01,CD65,50.38,Low,Yes,Long-run,51832.0,0,0,4921.0,4710
2014-04-01,CD11,75.37,Low,No,Low,83783.0,0,0,1132.0,2317
2020-06-01,CD29,50.79,Abundant,No,High,27224.0,1,0,2097.0,1358
2014-03-01,CD39,74.66,Moderate,Yes,Long-run,38765.0,0,1,4935.0,2017
2020-05-01,CD50,2.69,Low,Yes,Short-run,28251.0,0,0,4085.0,6171
2014-09-01,CD140,51.31,Moderate,Yes,Long-run,63595.0,1,0,4615.0,8363
2014-01-01,CD43,59.33,Abundant,No,Long-run,88247.0,0,0,1840.0,4154
2017-01-01,CD28,64.98,Abundant,Yes,Low,6864.0,1,1,5342.0,4086
2014-07-01,CD68,52.63,Abundant,No,Short-run,10339.0,1,0,3162.0,6880
2015-09-01,CD98,20.83,Abundant,No,Low,13840.0,0,1,1453.0,6259
2019-07-01,CD99,88.72,Low,No,Low,83552.0,0,0,4938.0,6764
2012-12-01,CD42,84.55,Abundant,No,Long-run,57080.0,0,1,3696.0,1914
2020-01-01,CD117,16.48,Low,No,Low,10888.0,1,1,4006.0,7280
2018-08-01,CD7,68.61,Abundant,Yes,High,26053.0,1,1,2089.0,4836
2013-06-01,CD70,11.87,Low,No,Long-run,43007.0,0,1,2955.0,7492
2017-06-01,CD131,25.84,Moderate,Yes,Long-run,15946.0,1,1,3713.0,1483
2014-09-01,CD75,87.14,Abundant,No,High,12383.0,1,1,1057.0,6296
2014-07-01,CD96,7.47,Abundant,Yes,Short-run,38805.0,0,0,3936.0,6111
2016-06-01,CD48,97.53,Low,Yes,Short-run,33534.0,1,1,2363.0,4851
2018-06-01,CD112,20.63,Abundant,No,Long-run,5557.0,1,0,4576.0,5090
2018-01-01,CD8,40.2,Abundant,No,Short-run,73786.0,0,0,4296.0,1555
2014-03-01,CD140,33.77,Low,Yes,Low,47412.0,1,0,3906.0,4211
2019-10-01,CD7,21.29,Abundant,No,Short-run,64951.0,0,1,3662.0,1999
2013-07-01,CD51,13.36,Abundant,No,Very-low,38485.0,0,1,1408.0,6575
2017-11-01,CD35,52.55,Abundant,No,Very-low,38351.0,0,0,3571.0,4202
2019-09-01,CD119,62.73,Low,Yes,Very-low,9630.0,0,1,4159.0,7379
2012-09-01,CD131,77.97,Low,No,Long-run,91831.0,0,1,4963.0,6351
2013-10-01,CD32,27.93,Low,Yes,Short-run,73499.0,0,1,1177.0,3603
2014-10-01,CD117,64.77,Low,Yes,Very-low,84374.0,0,1,1186.0,7044
2019-12-01,CD52,41.81,Low,Yes,Short-run,21875.0,0,1,2143.0,3093
2020-10-01,CD125,94.17,Low,No,Long-run,31157.0,0,1,1828.0,4185
2017-08-01,CD51,98.5,Moderate,Yes,Long-run,53712.0,0,0,1660.0,2396
2019-09-01,CD119,36.39,Abundant,Yes,Long-run,68649.0,0,0,5069.0,1520
2017-01-01,CD128,82.27,Low,Yes,High,40083.0,0,0,272.0,8114
2017-03-01,CD87,64.03,Abundant,No,Short-run,41315.0,1,0,1191.0,5186
2016-10-01,CD120,61.07,Abundant,Yes,Low,4641.0,1,1,2788.0,4828
2018-01-01,CD21,10.45,Moderate,Yes,Long-run,58107.0,1,0,4524.0,6658
2016-11-01,CD80,95.99,Low,Yes,Low,44853.0,1,0,4966.0,4825
2014-12-01,CD73,46.66,Low,Yes,Very-low,66115.0,0,1,2574.0,2351
2014-06-01,CD64,40.83,Low,No,Low,81601.0,1,0,1743.0,3483
2017-10-01,CD124,47.26,Moderate,Yes,Very-low,60669.0,1,0,2539.0,7861
2019-07-01,CD75,81.67,Moderate,Yes,Very-low,42990.0,1,1,548.0,5422
2018-12-01,CD70,47.75,Abundant,Yes,Short-run,81210.0,1,1,2298.0,5875
2017-01-01,CD50,84.93,Low,Yes,Long-run,12608.0,0,1,4029.0,5538
2012-10-01,CD78,16.58,Abundant,No,Short-run,31659.0,0,0,3770.0,5249
2017-07-01,CD42,39.68,Low,No,Low,51840.0,1,1,2412.0,1989
2018-03-01,CD117,55.26,Moderate,Yes,Low,68191.0,1,1,932.0,6686
2019-04-01,CD115,58.24,Moderate,No,Long-run,71395.0,0,0,2242.0,7600
2019-08-01,CD77,31.58,Moderate,No,High,55252.0,1,1,992.0,1447
2012-08-01,CD56,67.24,Abundant,No,Very-low,2997.0,1,1,978.0,5944
2018-01-01,CD75,56.06,Low,No,Low,31168.0,0,0,3720.0,4386
2020-08-01,CD122,91.99,Low,Yes,Low,12061.0,0,1,1419.0,1377
2013-12-01,CD129,68.52,Moderate,No,Long-run,7966.0,0,0,264.0,8153
2019-11-01,CD23,9.85,Low,No,Long-run,52472.0,0,1,5094.0,4440
2017-02-01,CD14,49.08,Moderate,No,Low,47918.0,0,1,382.0,5497
2019-01-01,CD134,15.35,Abundant,No,High,46420.0,0,1,2490.0,1586
2017-08-01,CD111,68.57,Abundant,Yes,High,86658.0,0,1,1016.0,1489
2016-04-01,CD137,32.15,Moderate,Yes,Long-run,11393.0,0,1,1161.0,8357
2014-04-01,CD99,24.35,Moderate,No,Short-run,29079.0,1,1,3270.0,1646
2015-12-01,CD87,57.52,Abundant,No,Low,92120.0,1,1,5232.0,5174
2016-08-01,CD100,62.2,Low,No,Short-run,59309.0,0,0,332.0,6844
2016-06-01,CD57,63.61,Moderate,No,High,21547.0,0,1,1017.0,8625
2019-04-01,CD80,79.56,Low,Yes,Short-run,27011.0,0,0,300.0,4627
2016-09-01,CD116,53.16,Low,No,High,10966.0,1,0,2386.0,8599
2016-03-01,CD115,86.3,Low,Yes,High,5400.0,0,0,817.0,8863
2012-06-01,CD16,56.91,Low,Yes,Short-run,49979.0,0,0,355.0,4630
2020-02-01,CD94,61.89,Moderate,Yes,Low,54745.0,0,0,1860.0,3325
2019-07-01,CD78,73.24,Abundant,No,Long-run,77474.0,0,0,1132.0,1732
2019-10-01,CD110,86.36,Abundant,Yes,High,65109.0,0,0,4713.0,2809
2013-08-01,CD49,4.8,Abundant,Yes,High,12668.0,1,1,526.0,1429
2017-04-01,CD118,65.41,Moderate,Yes,Very-low,24412.0,1,0,879.0,7784
2014-04-01,CD20,36.3,Abundant,No,Short-run,33815.0,0,1,2904.0,4206
2012-08-01,CD140,65.38,Moderate,No,Low,35395.0,0,1,432.0,5530
2017-03-01,CD122,71.17,Low,No,Short-run,42584.0,1,0,4796.0,5088
2016-07-01,CD70,3.08,Moderate,Yes,Low,23200.0,1,0,3145.0,2047
2018-05-01,CD39,55.44,Moderate,No,Low,64042.0,0,1,2871.0,3232
2017-01-01,CD117,28.73,Abundant,No,Low,75621.0,0,1,2499.0,1440
2015-10-01,CD60,85.58,Moderate,No,Long-run,88053.0,1,0,4750.0,8471
2014-07-01,CD82,40.28,Moderate,Yes,Low,41390.0,1,0,1955.0,6865
2020-07-01,CD103,23.64,Abundant,No,Very-low,74784.0,0,1,500.0,1525
2018-12-01,CD3,15.3,Abundant,No,Very-low,84845.0,1,1,541.0,4595
2014-05-01,CD83,7.02,Abundant,Yes,Low,48704.0,0,0,706.0,8548
2013-11-01,CD4,97.01,Low,Yes,Long-run,61607.0,0,0,5118.0,2455
2015-12-01,CD30,0.24,Low,No,Very-low,29417.0,1,1,666.0,3228
2012-07-01,CD90,92.37,Abundant,No,High,41120.0,0,0,5382.0,1783
2017-12-01,CD3,99.63,Moderate,Yes,High,65821.0,0,0,2673.0,7866
2019-01-01,CD61,17.47,Abundant,Yes,High,21070.0,0,1,1447.0,3727
2015-04-01,CD108,30.06,Moderate,Yes,Low,9864.0,1,0,3198.0,2613
2020-05-01,CD93,46.16,Moderate,Yes,Long-run,46946.0,1,0,4226.0,8516
2012-04-01,CD40,8.62,Moderate,No,High,4752.0,0,1,5463.0,2222
2015-03-01,CD68,29.61,Abundant,No,High,44239.0,1,1,2690.0,4305
2013-04-01,CD55,87.57,Low,Yes,Very-low,61817.0,1,1,160.0,5385
2015-06-01,CD118,81.93,Abundant,No,Low,32363.0,0,0,1906.0,1838
2015-04-01,CD76,94.62,Abundant,No,Long-run,59115.0,0,0,3570.0,5841
2017-01-01,CD11,39.92,Abundant,Yes,High,60711.0,1,0,4067.0,7651
2012-09-01,CD13,5.62,Abundant,Yes,Long-run,1175.0,1,1,1292.0,2396
2020-12-01,CD138,45.56,Moderate,Yes,Long-run,87613.0,0,0,4139.0,2672
2015-02-01,CD123,51.96,Moderate,No,High,59495.0,0,0,1547.0,8964
2014-09-01,CD72,92.1,Moderate,Yes,Short-run,45397.0,0,0,509.0,4983
2014-02-01,CD67,53.04,Abundant,No,Short-run,53817.0,1,1,5461.0,1629
2020-05-01,CD39,56.58,Moderate,No,High,15604.0,0,1,5176.0,2426
2017-07-01,CD100,8.19,Low,No,Long-run,43291.0,0,1,4613.0,5577
2019-04-01,CD41,34.33,Low,No,Low,60582.0,1,0,5550.0,5054
2019-06-01,CD46,36.07,Low,No,Short-run,61709.0,1,1,3452.0,5745
2018-02-01,CD78,66.28,Moderate,No,High,20953.0,0,1,215.0,7197
2017-07-01,CD25,84.05,Abundant,No,High,78659.0,0,1,5047.0,5193
2016-04-01,CD80,2.0,Low,Yes,High,73131.0,1,1,5310.0,1894
2016-04-01,CD10,54.83,Moderate,Yes,Short-run,1043.0,0,0,3022.0,8828
2019-02-01,CD27,1.16,Abundant,No,Low,82439.0,1,0,2415.0,7684
2013-01-01,CD35,44.39,Low,Yes,Low,35747.0,1,0,382.0,2370
2017-05-01,CD78,3.56,Moderate,Yes,Short-run,26006.0,1,1,2712.0,6287
2012-03-01,CD105,26.41,Moderate,No,Low,9615.0,1,0,2480.0,4535
2019-01-01,CD52,67.54,Moderate,No,Long-run,67707.0,0,1,3167.0,4902
2019-04-01,CD104,40.45,Moderate,Yes,Very-low,78324.0,1,1,5327.0,1404
2012-09-01,CD92,25.33,Low,Yes,Very-low,18515.0,0,1,65.0,6859
2016-12-01,CD20,88.18,Abundant,Yes,Short-run,12432.0,0,1,1664.0,4911
2020-03-01,CD117,19.66,Abundant,No,Low,20717.0,1,0,4470.0,7914
2019-10-01,CD132,32.32,Abundant,No,Low,92839.0,0,1,5435.0,4566
2017-01-01,CD93,98.47,Moderate,Yes,Short-run,79691.0,1,0,1751.0,1950
2016-10-01,CD47,57.45,Moderate,Yes,Long-run,86687.0,0,1,5586.0,2998
2015-04-01,CD97,11.94,Abundant,Yes,High,72474.0,1,1,2580.0,8055
2014-06-01,CD126,51.68,Moderate,No,Very-low,32314.0,0,1,4389.0,2879
2013-10-01,CD115,97.41,Moderate,Yes,Low,88932.0,1,0,2612.0,6114
2018-03-01,CD114,13.2,Moderate,No,Long-run,2464.0,1,1,1379.0,6280
2016-08-01,CD64,41.17,Abundant,No,Low,67047.0,1,1,2902.0,2637
2014-12-01,CD100,1.82,Abundant,Yes,Very-low,23726.0,1,0,4893.0,4605
2017-05-01,CD20,58.06,Abundant,Yes,High,41131.0,0,0,1053.0,4072
2018-06-01,CD93,31.99,Moderate,Yes,Low,18256.0,0,1,3571.0,3754
2014-04-01,CD114,98.14,Abundant,Yes,Long-run,53220.0,1,0,3554.0,7963
2015-07-01,CD135,47.92,Low,No,Very-low,18796.0,1,1,2906.0,5333
2014-12-01,CD69,70.15,Moderate,No,Short-run,18368.0,0,0,4215.0,6007
2017-08-01,CD10,32.93,Abundant,Yes,Short-run,62394.0,0,1,1099.0,6851
2017-06-01,CD97,4.84,Abundant,No,Short-run,78390.0,0,0,4982.0,5425
2012-11-01,CD61,88.63,Low,Yes,Short-run,38485.0,1,0,3552.0,8924
2016-05-01,CD77,44.74,Low,Yes,Short-run,58461.0,0,1,2688.0,7536
2015-09-01,CD117,47.12,Moderate,Yes,Low,1423.0,1,1,836.0,7891
2013-12-01,CD29,29.78,Abundant,No,Long-run,57025.0,1,0,842.0,7905
2016-04-01,CD10,31.87,Low,No,Short-run,16717.0,1,0,2871.0,6658
2013-11-01,CD53,23.58,Abundant,Yes,Short-run,41487.0,0,1,905.0,8871
2014-08-01,CD115,57.03,Low,Yes,Short-run,36449.0,1,1,2992.0,7732
2012-05-01,CD28,7.28,Abundant,No,Very-low,31171.0,0,1,2870.0,7884
2020-10-01,CD41,78.2,Moderate,No,Short-run,79240.0,1,1,4150.0,2997
2018-06-01,CD62,38.05,Abundant,Yes,Very-low,71009.0,1,1,2135.0,3869
2012-12-01,CD63,93.2,Low,No,Long-run,75339.0,0,1,2599.0,5170
2017-06-01,CD56,69.44,Abundant,Yes,High,34859.0,1,0,1460.0,3417
2012-05-01,CD139,13.77,Low,Yes,Short-run,43349.0,0,1,2298.0,4088
2020-10-01,CD68,3.23,Low,Yes,Long-run,46211.0,0,1,3093.0,7491
2014-12-01,CD119,78.84,Abundant,Yes,Very-low,57257.0,1,1,3102.0,4913
2015-02-01,CD25,11.96,Moderate,No,Very-low,41558.0,1,0,1695.0,5698
2016-10-01,CD50,20.22,Moderate,Yes,Short-run,58831.0,0,0,2299.0,2200
2015-11-01,CD87,77.62,Abundant,No,Low,15270.0,0,1,1822.0,3984
2018-10-01,CD11,94.78,Abundant,Yes,Low,22479.0,0,0,4361.0,2529
2014-03-01,CD8,72.17,Low,No,Short-run,53320.0,0,0,3194.0,3933
2017-02-01,CD19,51.76,Low,No,Long-run,28721.0,0,0,4657.0,6477
2019-02-01,CD60,47.4,Abundant,Yes,Short-run,60186.0,1,0,4919.0,8212
2017-12-01,CD24,10.55,Moderate,No,Low,40658.0,0,0,1921.0,8704
2017-08-01,CD42,90.38,Moderate,Yes,Long-run,20331.0,0,1,4606.0,1574
2018-07-01,CD30,77.5,Abundant,Yes,Low,23694.0,1,1,4498.0,6727
2013-01-01,CD111,2.81,Abundant,Yes,Short-run,54491.0,1,1,1638.0,7078
2012-03-01,CD122,3.07,Moderate,Yes,Very-low,30131.0,1,0,926.0,3175
2017-04-01,CD85,84.31,Abundant,No,High,85130.0,1,1,3482.0,8382
2018-03-01,CD84,70.29,Moderate,Yes,Long-run,81042.0,0,1,4674.0,4628
2014-12-01,CD89,4.29,Abundant,No,Very-low,43153.0,0,0,3953.0,1327
2016-09-01,CD113,0.35,Low,Yes,High,66075.0,0,1,546.0,2707
2018-03-01,CD32,76.08,Low,Yes,High,28032.0,0,0,1315.0,6691
2019-08-01,CD63,57.61,Low,No,Long-run,26113.0,1,1,4151.0,4811
2019-12-01,CD79,45.23,Moderate,No,Long-run,70969.0,0,1,4609.0,6827
2012-01-01,CD68,46.5,Low,Yes,High,21417.0,1,1,4652.0,7876
2017-10-01,CD41,55.11,Moderate,Yes,Long-run,56960.0,1,0,2487.0,5061
2015-04-01,CD15,90.6,Moderate,Yes,Low,9354.0,1,0,3744.0,2435
2020-08-01,CD7,18.1,Abundant,No,Low,59631.0,1,1,4095.0,3999
2017-11-01,CD132,78.34,Moderate,No,Very-low,71827.0,0,0,671.0,5610
2014-12-01,CD53,65.59,Low,Yes,Low,39383.0,0,1,909.0,4915
2020-08-01,CD28,8.28,Moderate,No,Low,36231.0,0,0,4385.0,7081
2018-09-01,CD75,16.87,Low,Yes,Very-low,87773.0,1,0,3390.0,2690
2018-11-01,CD101,46.86,Abundant,No,Low,66415.0,1,0,2607.0,1576
2014-07-01,CD139,39.53,Abundant,Yes,Short-run,58604.0,1,1,1304.0,5956
2019-02-01,CD67,62.7,Moderate,No,Very-low,4955.0,1,0,4619.0,7847
2017-11-01,CD114,88.64,Low,Yes,Short-run,20331.0,0,0,469.0,7787
